id,price,moonRank,💎 score (%),storeURL,Background,Big Item,Floor,Floor Item,Grand,Room,Small Item 1,Small Item 2,Story,View,Wall,Wall Item
311-4,0.75,3292,86.04,https://magiceden.io/item-details/7Fw2VnXHkQsEEA1bM8AfCrzFsuHnDkATivtxGmcJi236,Green1,Silk Couch,Void,,,4,Brown Coffeetable,Winebottle,311,Goldwhite,Futuristic Panels,Neon Gm Sign
311-18,3.32,2189,64.78,https://magiceden.io/item-details/BdAffDGTsfBtRH9d1ZkDoPqSn8XhTcBdC38Jc516U4Xe,Turquoise,White Bed,Cobblestone,Fish,,18,Brown Bedtable,Wizardhat,311,Pink,Adobe,Infinity Sign
311-16,5.9,6709,20.78,https://magiceden.io/item-details/GkgQKF6EQW8oYs97PvKPttH4PG5EobF77YV2pyw4xsvK,White,Black Chairwplant,Black Wood,Sneks,,16,Bike,,311,Blue4,Gold Bricks,Neon Arc Blue Sign
311-2,1.48,8592,57.4,https://solanart.io/search/?token=AM7gTsy7WKaxSagyMjrzrE9dQ6mov31KMy3KHUZTNHQ2,Turquoise,Ice Couch,Gold Tile,Sneks,,2,,,311,White,Adobe,Sol Marble Sign
311-12,2.4,2112,74.3,https://solanart.io/search/?token=7ggcufu5VQFVfmLu9k8advYEGB9F5JeZ6Up1ExmWm82K,Black,Gray Couch Cornered,Checkered Tile,Fish,,12,Pyramid,Oogatoy,311,Goldwhite,Lightbrown Planks,Neon Arc Blue Sign
311-17,5,8672,21.88,https://solanart.io/search/?token=5njDtVxREg1bbVHmgMSAm9Wri6ThUYuYTATrjQnC1YLa,Purple1,Gold Couch,Grass,Crystals,,17,Bike,,311,Orange1,Jungle Tree,
311-7,6,8152,13.97,https://solanart.io/search/?token=8sEBKPzANLn3iCHbrJyrBLhtBUtj5Ymf25ehoqz1BG3m,Burgundy,Gray Cornered Desk,Darkgray Wood,,,7,,Sunkenship Acquarium,311,Purple,Darkbrown Planks,
312-2,1.5,5792,68.48,https://magiceden.io/item-details/F89L8FQU5RcBx85P6qndJFNKGUYmbERHjwJN5LSTZYFm,Rose,Ratchet Bed,Snow,,,2,Brown Bedtable,3DGlasses,312,Black,Gray Bricks,Ice Clock
312-17,6.99,5663,14.1,https://solanart.io/search/?token=FaW3orH5U3JG2qaSZcXeSUn5g9cpFZvctYMZ413VEVGg,Green1,Green Couch,Void,Sneks,,17,Cartire,,312,Orange1,Bamboo,Neon Arc Purple Sign
312-20,0.8,5421,76.97,https://alpha.art/t/3MeLgkEC2mgXuP3sGer6mpFRL4uHHvPuXrEhNrPqSyTt,Burgundy,Lunch Dining Table,Black Wood,Rocks,,20,Brown Coathanger,,312,Blue3,Futuristic Panels,Neon Arc Blue Sign
313-11,1.5,6233,66.7,https://magiceden.io/item-details/G1GwWV54veAoPGVMW4weP66BD4DnuMPwv177r7WZJmXj,Green2,Beachy Chairwplant,Carpet,Confetti,,11,Candymachine,,313,Blue4,Ironrusty Metal,Neon Gn Sign
313-19,7,173,36.1,https://magiceden.io/item-details/8aqiV57cXf9yDHFQUcMi28Zd1AqSHSEQEjBQbFfRbGcN,Burgundy,Orange Couch,Gold Tile,Cotton Rug,,19,Glass Coffeetable,Coffee,313,Blue3,Lightbrown Planks,Neon Arc Purple Sign
313-14,9.99,4774,0,https://solanart.io/search/?token=GnQFJ3DmZEugb4ALQ31DqcTqqdQfocVEgd8aT8brhun6,Turquoise,Futuristic Cornered Couch,Darkgray Wood,,,14,Brown Round Coffeetable,Modelufo,313,Green2,Gray Bricks,
313-15,13.5,6582,0,https://solanart.io/search/?token=Fv3JGhzBsGqgaJafQvkRtRZdqBShvkfJp5TL4ChxL3WB,Pink,Penguin,Snow,,,15,,,313,Red,Bronze Metal,Television
314-12,1,1236,91.82,https://magiceden.io/item-details/7AKeamHLsKsEwD4efKqrqgG6M9zsS8SmMsWYaR5GfbnM,White,Brown Round Table,Grass,Bread,,12,Officechairs,Oranges Basket,314,Blue5,Concrete,
314-18,2.28,3805,68.68,https://magiceden.io/item-details/Hixb6Jra4w5EtbcnMUtn6FxRe1woyxtMToEem6gu69VH,Black,Futuristic Cornered Desk,Darkgray Wood,,,18,Coding Supplies,Shark Acquarium,314,Blue2,Orange Crystal,Star Sign
315-20,10,657,4.15,https://magiceden.io/item-details/HLC1JSf8KT29hNBCPahubibxkiW3nwf45WfPiGPiMHTm,Purple3,Ice Couch,Hay,Bananas,,20,Cardboardbox,Gold Bookstack,315,Blue4,Black Smooth,Clapperboard
315-7,1.6,8539,56.41,https://solanart.io/search/?token=36hUq8gSqCXRyhELwmNEWDRFaMsCHCh8BBqmmrQjuW4r,Pink,Black Chairwplant,Void,,,7,Candymachine,,315,Black,Blue Crystal,Gold Clock
315-19,5,5188,35.91,https://solanart.io/search/?token=3anat4Fw4jM3zpa2QwpQJJvdXqbLVwf3uJP7fYeqSfGn,Black,Marble Kitchen,Grass,Sneks,,19,Microwave,Grapes,315,White,Pink Smooth,
315-17,30,4304,0,https://solanart.io/search/?token=DaPGKf4dgZ9A9ozT962CNv8H33XLf6VKPtYp7opz8MmA,Black,Green Couch,Sand,,,17,Futuristic Coffeetable,Grenade,315,White,Ironrusty Metal,Gray Clock
315-5,6,7945,14.81,https://alpha.art/t/oBKkY4eZ92QJeWPr4uUN2Hh95jvsvRPWxKr2Z8XGkxh,Purple2,Brown Chairwplant,Carpet,,,5,Hotpottable,,315,Green1,Darkgray Stone,Neon Arc Blue Sign
316-8,0.99,6133,72.2,https://solanart.io/search/?token=8gLQhipBwafSHB3opLP3EYkqzJEDWL8mJg2qjcC2jQSw,Blu+e1,Poker Round Table,Glass,,,8,Classicchairs,Bananas Basket,316,Blue2,Lightbrown Planks,
317-19,2,6355,61.21,https://solanart.io/search/?token=HjzBJMqSoSNCasd6TaTji8dQR9pX9Un2Mg8XrFbpyDp8,Pink,Green Cornered Couch,Void,,,19,,Oogatoy,317,Blue5,Junglevines Tree,Katakana Sign
317-12,100,4655,0,https://solanart.io/search/?token=FJpYjdFwwaJCN8f6u9pgQ62yDEjKVLFEbjmJdRtSVNJc,Black,Futuristic Cornered Couch,Darkgray Wood,,,12,Brown Round Coffeetable,Modelplane,317,Black,Ice Bricks,Binaryclock
317-9,4.2,1828,57.44,https://alpha.art/t/DsCRik4W3vosHsksVqcMcD8BmY3BNdsHVR959JCQkzHc,Blue2,Weightrack,Darkgray Wood,Sneks,,9,Barbell,Jumprope,317,Pink,Steel Metal,
318-4,2.35,6815,55.86,https://solanart.io/search/?token=ASYXV9qNfBYTYS5yVYQ6aXDi5gCkBGQugunPSLvS4qGg,Green1,Morning Dining Table,Grass,Sneks,,4,,,318,Blue4,Lightgray Smooth,Engima Poster
318-8,2.5,5840,58.28,https://solanart.io/search/?token=ExbRKJpGxUfE64Q6ctCa5nMizVqWDWLbwuA5nUAgEHiW,Black,Beachy Chairwplant,Mud,,,8,Beachy Cabinet,Orca Acquarium,318,Green2,Jungle Tree,
318-7,8,8876,0,https://solanart.io/search/?token=GVtmp5JZ9LwcJY3YegrBG3ee5nH7mgR7sXBxH4x5seJR,Black,Beanbags,Checkered Tile,Crystals,,7,,,318,Green2,Lightgray Stone,Ice Clock
318-13,9.18,8050,0,https://solanart.io/search/?token=FUwsaqyitPKW2dqTAgvx9QZM6aYaaG8qcecxmsFw8xok,Black,Brown Round Table,Lightgray Wood,,,13,,Solanauthelmet,318,Blue4,White Planks,
318-17,44,34,0,https://solanart.io/search/?token=F2PPbFDso1j9nz11uCpZK5rSb5qoti41ZSePDc6ZuR3w,Black,Black Chairwplant,Carpet,Rocks,,17,Beachy Cabinet,Console,318,Blue2,Black Smooth,Frakt Poster
319-12,12,9204,0,https://magiceden.io/item-details/GMfHVoxJ4rgko742V16k7CHiV6qLqyM9ySDvDsVXRNFy,Green1,Morning Dining Table,Snow,,,12,Silver Coathanger,,319,White,Gold Bricks,
319-11,6,4385,29.14,https://solanart.io/search/?token=3hWnaPyJmUKTJTNGaGt3XWcB3U1ZxmydByj97p9Yw6mW,Yellow,Black Chairwplant,Darkgray Wood,,,11,Minifridge,Laptop,319,White,Forest Tree,Television
319-10,8.5,898,18.18,https://solanart.io/search/?token=4crfPZ6svfAk85cBGFqJ17onPacSX5UBycMJbBcMRtUk,Pink,Weightrack,Lightgray Wood,Crystals,,10,Gymbench,Jumprope,319,Black,Blue Crystal,Sol Black Sign
320-19,0.84,7126,69.7,https://solanart.io/search/?token=5Fi5rRbPSJcyfwVx3Wze74G3MrPLMoW3dKG8LHByYwEd,White,Marble Round Table,Glass,Fish,,19,,Cards Setup,320,White,Green Crystal,
320-4,6.9,7100,9.21,https://solanart.io/search/?token=5p5Mw1Ttisasqvubyg9d8N77LUGjA3vmzpWwqgJiBVR5,Black,Brown Round Table,Dirt,,,4,,Pizzabox,320,Black,Lightgray Smooth,Clapperboard
320-15,7,9661,0,https://solanart.io/search/?token=7DkPVJnj9ahcFMH7nzmw27jhUSMQKprTwpoTH4k78iyF,Purple2,Tiedie Bed,Hay,,,15,,,320,Black,Silver Bricks,Gray Clock
321-1,0.99,6740,69.76,https://magiceden.io/item-details/EN1dvv21TnmjCvFJfZ2HG6hnaWH6j28rUoY4TbZhFdxm,Blue2,Black Chairwplant,Hay,Bananas,,1,Crayons,,321,White,Solana Smooth,Candles Shelf
321-16,4,9287,29.4,https://magiceden.io/item-details/5SRbPa39bpo383LKJrAno3VQCoKngKLeYXkery82MC6a,Teal,Djstand,Void,,,16,,,321,Blue5,Lightbrown Planks,Neon Gmi Sign
321-13,1.19,2709,83.99,https://solanart.io/search/?token=J8wfXBykqXifPvkio8srkLLCGrHiXrxRuAaq7XypXCHN,Rose,Futuristic Cornered Couch,Gold Tile,Crystals,,13,Futuristic Round Coffeetable,Modelbot,321,Orange2,Adobe,
321-9,150,162,0,https://solanart.io/search/?token=Hj8JUUYep7JverScTnsejeGNzHa8v3K81FXGtQwuh74F,Green1,Beachy Chairwplant,Void,Fish,,9,Minifridge,Cash,321,Orange2,Pink Smooth,Frakt Poster
322-6,3,6300,51.43,https://magiceden.io/item-details/9BPKjXwCQWQHogh2cDLWmiLhWr3sweKP8pmzJuFVSCSq,Orange,White Bed,Cobblestone,Dogbed,,6,,,322,Black,Lightgray Smooth,Sol Black Sign
322-2,5,835,53.44,https://magiceden.io/item-details/2xkNjXXhJmaww81r3jwvQpV6erksmrhKgTyVfgiDXGC9,Purple2,Brown Cornered Desk,Gold Tile,,,2,Garage Supplies,Skulls Terrarium,322,Peach,Solana Smooth,Frakt Poster
322-11,7.5,148,31.2,https://magiceden.io/item-details/7EbxBvtdRiSdsBXa7gNQ8CZ193ijixtuVE9ZGrZseowy,Yellow,Paintersdesk,Gold Tile,Lightbrown Rug,,11,Easel,Camera,322,Pink,Gray Bricks,Ice Clock
322-4,2,4909,67.03,https://solanart.io/search/?token=9zhgtWwSm7vP53mrCGbN3n7bgHsRV4WoGBts3QXi8kTh,Teal,Tiedie Bed,Lightgray Wood,Rocks,,4,Brown Bedtable,Hoak Cap,322,Peach,Silver Bricks,
322-14,12,7438,0,https://solanart.io/search/?token=FcSYK6p38yukBYKuQ1uhG1DhGKxCnTMT3RxcKMkM9sUi,Yellow,Djstand,Lavarock,,,14,Canstack,,322,Orange1,Psychedelic Smooth,Sol Marble Sign
323-19,1,5704,73.83,https://magiceden.io/item-details/3vux9ZVYC3DrrJyxC4GzcRC4GWE75Hiaj1UA7A9AGQ2w,Purple1,Gray Cornered Desk,Mud,,,19,Rendering Supplies,,323,Blu+e1,Orange Crystal,RGB Hexagons
323-7,175,7739,0,https://magiceden.io/item-details/BHFe9NiUcfTy6G6CQnCQFRdfGx3nNPRjGwcyxath8LvK,Rose,Blacknwhite Couch,Darkbrown Tile,,,7,Candymachine,,323,Blu+e1,Glass,Infinity Sign
323-10,3.99,2097,58.46,https://solanart.io/search/?token=5Mx46F4KwLFbGj1zgZdrhQwmgeqBSJqNvTYFra5GoPnt,White,Butcherblock Kitchen,Snow,Bananas,,10,Microwave,Breadloaf,323,Purple,Junglevines Tree,Gold Clock
323-4,15,4233,0,https://solanart.io/search/?token=HBRQPA2rwQykBxEysFf7woQEYDdrRV84t657dxMi9Toe,Purple3,Blacknwhite Couch,Mud,Fish,,4,Bike,,323,Orange1,White Smooth,Lights Poster
323-12,15,6407,0,https://solanart.io/search/?token=5FYEFSFh3xf3pjz2zJSDbB3hULF6KMejwCZagiaPjezY,Purple2,Djstand,Black Wood,Rocks,,12,Canstack,,323,White,Solana Smooth,Heart Sign
323-15,6.5,2077,33.44,https://alpha.art/t/725677oa3qNRktFLPo3rfaSqDAa3XPa6wRfJwfLWLYwK,Green1,Beanbags,Gold Tile,Confetti,,15,Safe,Gummybear,323,Orange2,Gold Bricks,Gold Clock
324-11,1.5,1550,85.56,https://magiceden.io/item-details/EhZxW6PZXRsX4nv8PeYx2PXXVuQZwMhUAmYVZPGxg5Z5,Pink,Evening Dining Table,Sand,Rocks,,11,Brown Coathanger,Gmoot Loot,324,Blu+e1,Brass Metal,Heart Sign
324-10,3.3,1924,66.05,https://solanart.io/search/?token=77sGegmA8cufVE2aWbhCRf15CRaxDGMAvzChGZzWDP9,Rose,Treadmill,Gold Tile,,,10,Yogaset,Kettlebells,324,Purple,Glass,Neon Arc Blue Sign
325-20,2.5,5720,58.77,https://magiceden.io/item-details/DzC2Wrk13BkbNz46J311yRFodbvbZ3NAqmRPpTh9jEBN,Green1,Djstand,Cobblestone,Bananas,,20,Canstack,,325,Pink,Darkgray Smooth,Sol Black Sign
325-10,1.23,7278,65.19,https://solanart.io/search/?token=8T4jFffuVpZxv671KiskokDXta5sBkbrDmW1LoBAwjKx,Turquoise,Black Bed,Checkered Tile,Soccerball,,10,,,325,Purple,Darkbrown Planks,
325-4,1.35,7718,62.22,https://solanart.io/search/?token=4u4RYoWEGZ9MoXoNBymKrVcGcQLCj7WjYzL15SuzE2ot,Blue2,Silk Couch,Checkered Tile,,,4,Cartire,,325,Blue5,Forest Tree,Neon Arc Purple Sign
325-5,4,1418,61.09,https://solanart.io/search/?token=9fvQpJkHrWDXqihb2tWZt84sbRWj61t1YyaHdjE5Kmmb,Pink,Butcherblock Kitchen,Lightgray Wood,Confetti,,5,Microwave,Knifeblock,325,Blue2,Darkbrown Planks,Neon Gm Sign
325-8,4.2,378,63.28,https://solanart.io/search/?token=pR7dgovqgKtR3J84ipWyyiNepG7TDJT91pmasY7NZRo,Purple2,Ratchet Bed,Dirt,Soccerball,,8,Brown Bedtable,Blue Cap,325,Blue4,Void,Neon Arc Blue Sign
326-9,1.69,6331,64.41,https://magiceden.io/item-details/AmeVJsQgo2s7XweFSzFeBzxzFYdpGPC3xvCjeMjhorpU,Pink,Paintersdesk,Grass,Confetti,,9,,Paint Supplies,326,Yellow,Steel Metal,
326-12,3.2,2390,65.18,https://solanart.io/search/?token=3wEevGaAXfZeC1FP3rBhmBVd4c9fnf6AW2upJHMi7HJb,Turquoise,Weightrack,Grass,Bananas,,12,Balanceball,Towels,326,Orange1,Brass Metal,
326-2,3.5,2050,63.54,https://solanart.io/search/?token=5wAAoGrgkZsvgdovXTw9gvHvgnEVuJAJGsh3ubUZWckj,Turquoise,Purple Cornered Couch,Lightgray Wood,Lightbrown Rug,,2,Crystal,Plushiewhale,326,Blue4,Gray Panels,
326-8,5,7977,24.68,https://solanart.io/search/?token=3yXD2fCQMMBq9hufz576Uqr7Dy9ckedNHydKYyrraarZ,Burgundy,Orange Couch,Lightbrown Tile,,,8,Crayons,,326,Green1,Darkgray Stone,Gold Clock
326-11,15,1164,0,https://solanart.io/search/?token=6SiJRvdMgVJqLjpMeqDw7dYwyouhogyDpomhmykDuF1G,Purple3,Gray Couch Cornered,White Slate,Rocks,,11,Brown Round Coffeetable,Modelspaceship,326,Peach,Blue Crystal,Sol Black Sign
327-17,2,1011,82.73,https://magiceden.io/item-details/D5E519Tip8uGsejcvzKEENAsC3EjrjsjQ3HMU9nL2czA,Purple1,Purple Cornered Couch,Void,Fish,,17,Marble Round Coffeetable,Oogatoy,327,Green1,Void,Katakana Sign
327-11,4.5,7781,30.47,https://solanart.io/search/?token=EDji4Y5Pb2AGafy6CRZfgR5fHbqXjYGCToYUifht6wW9,Orange,Bar,Mud,,,11,Canstack,,327,Yellow,Darkbrown Planks,Star Sign
327-14,10,3924,0,https://solanart.io/search/?token=BFvqNvMHBUNJatErnnxzd7pafCnbWd7aYGB6JzQ6Ctru,Teal,Purple Cornered Couch,Brown Wood,Sneks,,14,Futuristic Round Coffeetable,Modeltruck,327,Black,Gold Bricks,
327-8,20,9326,0,https://solanart.io/search/?token=G4of1aX9kLx7wDxgX3bdfWJcxMjSouQ97wmqcbz4PuNH,Purple2,Log,Dirt,,,8,,,327,White,Green Crystal,
327-6,50,4415,0,https://solanart.io/search/?token=8A7KNpB1TB683hKLWvEvosDdHAkjRWQLFe4XzNgQhfCY,Blu+e1,Treadmill,Lightgray Wood,Lightbrown Rug,,6,,Towels,327,White,Brass Metal,Dartboard
328-8,0.969,3152,84.42,https://magiceden.io/item-details/49beK1YfVMCDaj8CWnzGWQBVdLFHFo8hVRtUM3yZ98UV,Pink,Marble Kitchen,Sand,Confetti,,8,Microwave,Bagels,328,Yellow,Green Crystal,
328-9,3.8,6989,40.66,https://magiceden.io/item-details/CJfUbcUMhpKv3t6hAXwG3q3CrqbzJt3naH9ZyVEtur97,Black,Beachy Chairwplant,Darkgray Wood,Rocks,,9,Hotpottable,,328,Peach,Glass,Infinity Sign
328-20,4.6,8664,25.91,https://magiceden.io/item-details/6qjFBcSC1BzAT9P9zjPSwFWNhv4wEjqBFo2yx65fBGga,White,Bathtub,Sand,,,20,Crayons,,328,Orange1,Gray Bricks,Dartboard
328-3,5,1193,52,https://magiceden.io/item-details/GUCAXF3jJx4jJQPyTVfSYL8PyDJDXdtrTQywuJ1NPW7R,Blue2,Butcherblock Kitchen,Lightgray Wood,Fish,,3,Toaster,Mango,328,Red,Jungle Tree,Neon Arc Red Sign
328-11,1,9217,59.68,https://solanart.io/search/?token=9pZRGPwt1BBxPrCgjcPuyyXA7Phvn1AMGMDAAAqtcZGw,Orange,Cotton Bed,Lightbrown Tile,,,11,,,328,Yellow,Green Crystal,Television
328-14,5,8233,23.65,https://solanart.io/search/?token=F8VXXAunzCBYx7gWxBuza3fHyhQ41zH9pSnKMPUt77GS,Purple3,Ice Couch,Carpet,,,14,Crayons,,328,Blue3,Gray Panels,Neon Gm Sign
328-1,5.99,4483,28.85,https://solanart.io/search/?token=9d5QjbV49rVs6eFDYTsi7BHrv6xr2D3UpuzLisVNjoBR,Black,Futuristic Cornered Couch,Dirt,Crystals,,1,Pyramid,Modelplane,328,White,Brass Metal,
328-10,6,2791,35.56,https://alpha.art/t/14ENQNT82eigMjYoMhcNZ9h3ehYHkdryn4sMZoNpXrb2,Green2,Beanbags,Grass,Confetti,,10,Beachy Cabinet,Skulls Terrarium,328,White,Black Smooth,Neon Gm Sign
329-11,0.972,3417,83.32,https://solanart.io/search/?token=dPNuGiiQrrDSAUN4k4BWR8oZEm1KDr5jREABfoGQS2y,Black,Ice Couch,Sand,,,11,Glass Coffeetable,Hourglass,329,Orange2,Darkgray Stone,Infinity Sign
329-5,1.49,1369,86.39,https://solanart.io/search/?token=8KfprAh1B9ThqR3fbz5RtJmud1a9efLJoRGXpqvGgDQP,Black,Gray Couch Cornered,Silver Tile,Fish,,5,Plantpot,Modelplane,329,Orange1,Psychedelic Smooth,Infinity Sign
329-14,3.9,2369,58.26,https://solanart.io/search/?token=iseSEFfgEhXpQm8VmWtWhjaQ5W4rtpcmACocJKWtaWP,Blu+e1,Marble Kitchen,Grass,Sneks,,14,Microwave,Breadloaf,329,Yellow,Adobe,Heart Sign
329-20,4,5597,44.26,https://solanart.io/search/?token=HqqFKc95LY4qLYNJM3EDN5BSYLPYSadhvEpfgQMbH87D,Pink,Treadmill,Checkered Tile,,,20,,Kettlebells,329,Orange2,Ironrusty Metal,Infinity Sign
330-16,4.44,2114,53.89,https://solanart.io/search/?token=DGJX6swW5XrXdqKt2eTR53JPujrs5wRnNDBi2KMhYxDy,Blu+e1,Futuristic Cornered Desk,Darkbrown Tile,Rocks,,16,Rendering Supplies,Orca Acquarium,330,Purple,Futuristic Panels,Candles Shelf
330-10,8,4981,6.74,https://solanart.io/search/?token=CPxv8q227MNuDpvP5QiMMbHednrzPm9W7Nb3S3dkzYYW,Yellow,Log,Grass,,,10,Bush,,330,White,Gold Bricks,
330-2,15,5007,0,https://solanart.io/search/?token=7yMTAE6T6XS2qC7Yn6jjnZDzzx8QrEtWiftoPbrMpvna,White,Brown Round Table,Lavarock,,,2,Officechairs,Bigbrain,330,Goldwhite,Jungelvines Gray Bricks,Neon Gm Sign
330-18,1.14,788,92.23,https://alpha.art/t/FDw3oU3hi69waa5HajxqPwXTVKE4EfRDyuFA5FbAFsjt,Rose,Butcherblock Kitchen,Black Wood,Cotton Rug,,18,Coffeemachine,Breadloaf,330,Black,Concrete,Neon Gn Sign
331-8,1.2,7360,65.16,https://magiceden.io/item-details/5fXRRokqSxfD6rjf5HcnFdJt7U2WLFsGb3LtdAAHHG8E,White,Granite Kitchen,Grass,,,8,,Breadloaf,331,Pink,Pink Smooth,Heart Sign
331-1,0.85,3904,82.58,https://solanart.io/search/?token=31qF3EfDQN7ahcbTTPY5BBBJ8GisA7yXd5n6D73PkmgA,Green2,Gray Deskwchair,Void,,,1,Safe,Gummybear,331,Orange2,Lightgray Smooth,Neon Arc Red Sign
331-18,1.88,5927,64.13,https://solanart.io/search/?token=GnEeqcRF5roiNfqw2DX2V9jGuerYBGwvTmkGEqi3bMVY,Rose,Green Couch,Snow,Confetti,,18,Candymachine,,331,Peach,Brass Metal,Neon Arc Purple Sign
331-12,2.18,3879,69.38,https://solanart.io/search/?token=g87quzyZEitSWuHPtEK1BLPQqUYWvKTRzm3nGpk5VcV,Orange,Gray Deskwchair,Mud,Sneks,,12,Cartire,Gold Supplies,331,Blue2,White Planks,
331-13,3.5,5832,48.31,https://solanart.io/search/?token=6iHY2xr3dWN7XGRBWcckn8GdUkKkdWrjH8KvL7PgAbnX,Black,Futuristic Cornered Desk,Black Wood,,,13,Rendering Supplies,Cactus Terrarium,331,Peach,Adobe,
331-5,5.2,1841,47.39,https://solanart.io/search/?token=CXm4EMZJv1eK74xje4MBg8BewZsJCepZ3HnqKcjesNfi,Orange,Evening Dining Table,Mud,Crystals,,5,Brown Coathanger,Normal Loot,331,Peach,Steel Metal,Neon Arc Blue Sign
331-11,2000,903,0,https://solanart.io/search/?token=EbC1e1FLv51UWGwCbiWXB42izvNhPLjEKNMsyTxuMYau,Green2,Butcherblock Kitchen,Darkbrown Tile,Crystals,,11,Microwave,Grapes,331,Blue2,Ironrusty Metal,Neon Arc Blue Sign
332-4,2,6445,60.85,https://magiceden.io/item-details/567MsdFJ59Nq24d5hqgPiwBVKnrx2S1xTX5v1HHRo1j4,Purple3,Gray Cornered Desk,Black Slate,,,4,,Sunkenship Acquarium,332,Green2,Brass Metal,Clapperboard
332-20,10.8,107,0,https://magiceden.io/item-details/HnRH8i57aPCNuAQp3971Xu15yQRzCzxHSAkvRDVvJ8m8,Yellow,Treadmill,Silver Tile,Lightbrown Rug,,20,Yogaset,Towels,332,Peach,Futuristic Panels,Neon Grindset Sign
332-7,1.5,7112,63.16,https://solanart.io/search/?token=J3pqyHoJXjPjtJc2FL3puAU9pBUYGsYCguXEubhrhs3R,White,Ratchet Bed,Cobblestone,Catbed,,7,,,332,Goldwhite,Steel Metal,Neon Grindset Sign
333-20,4.9,3320,44.43,https://solanart.io/search/?token=Ho63tYkDjtoMLGErMqv6suVnCNDyyVkMm25oJNqs1QcZ,Black,Blacknwhite Couch,Lightgray Wood,Rocks,,20,Minifridge,Gummybear,333,Black,Orange Crystal,Sol Marble Sign
333-15,15,2349,0,https://solanart.io/search/?token=E8Jmb3iGK75ZJbg65wzeXgLLdcHkoWmQ2Kr4UiifEo9D,Blu+e1,Weightrack,Darkbrown Tile,,,15,Gymbench,Kettlebells,333,Yellow,Adobe,Neon Arc Purple Sign
333-10,333,5875,0,https://solanart.io/search/?token=5JxMKvpxVfG4k8LsnpeqzhhMepx3EcGsGoK4nLFyJW4,White,Futuristic Cornered Couch,Lavarock,,,10,Futuristic Round Coffeetable,Modelspaceship,333,Green2,Lightgray Stone,
334-7,6.5,1473,35.87,https://magiceden.io/item-details/BKd8TYCqawk73NqbrVy4JE2QfVAG58ikHd1yWsQhFDyr,Turquoise,Black Bed,Carpet,Crystals,,7,Brown Bedtable,Litjesus,334,White,Solana Smooth,Engima Poster
334-9,15,3037,0,https://magiceden.io/item-details/DNjWTAjbtvwhPtckUyRAHGhQL3mq1W8UWsVh63CN9cUB,Burgundy,Gray Cornered Desk,Gmoot Tile,,,9,Gaming Supplies,Sunkenship Acquarium,334,Blue4,Blue Crystal,Gold Clock
334-11,2.5,1000,77.77,https://solanart.io/search/?token=Eg3FBS3eR6UdRBx3HaRaAr4tZn7iow2GEUbohCuHwqUs,Orange,Brown Round Table,Black Slate,Crystals,,11,Classicchairs,Cheesewheel,334,Green2,Adobe,Television
334-17,3.99,4039,50.64,https://solanart.io/search/?token=39qZ3A8Eh2Ni3gNPCv55Kxq1gFHgwTS1oJ6qvArj1w8q,Purple3,Tiedie Bed,Darkbrown Tile,Confetti,,17,Brown Bedtable,3DGlasses,334,Goldwhite,Gray Bricks,Sol Black Sign
334-12,10,8523,0,https://solanart.io/search/?token=F5EJQC7hgmdE46adZehQhKGczMS5P73B55FDmbJkWftP,Blu+e1,Black Bed,Carpet,Fish,,12,Brown Bedtable,,334,White,Lightbrown Planks,Neon Gmi Sign
335-13,1.25,3782,79.07,https://magiceden.io/item-details/52NFiZmeKvH3PqGUJ3u8T7SwmW6JifFwQdc1i6UXKXzu,Purple1,Tiedie Bed,Glass,Bananas,,13,Brown Bedtable,Waternplant,335,White,Brass Metal,Infinity Sign
335-18,2.15,908,81.64,https://magiceden.io/item-details/HD9wbKWEnyjmFq7EGGEZMoZA4ZWR695LUfFvLsGY4rVa,Teal,Granite Kitchen,Carpet,Rocks,,18,Cuttingboard,Mango,335,Pink,Gold Bricks,Clapperboard
335-16,4.8,9321,21.26,https://solanart.io/search/?token=8SXxKeAXnpek4zS7dXwZmmdv33RAR3mAZyez79EqeAmp,Burgundy,Beanbags,Lightbrown Tile,,,16,,,335,Blue2,Ironrusty Metal,Neon Arc Blue Sign
335-11,9.99,6041,0,https://solanart.io/search/?token=bFeGJuDfix1Gjn7FqxfiUFMqjThk9ZBMyyJMjHoVE25,Purple1,Djstand,Grass,Plants,,11,,,335,Green2,Bamboo,Infinity Sign
335-6,2.25,3071,71.93,https://alpha.art/t/5MPAeD1d2XdDf3JJBUm3EThsBwzf7Fk32kDALuUZ9uPn,Purple2,Brown Round Table,Dirt,,,6,Classicchairs,Turtleshell,335,Green2,Green Crystal,Clapperboard
335-7,4.45,6635,35.58,https://alpha.art/t/GR3nqaspU7dUtwPVsX2ArUww1aoKgctjNFg3ZpbT3KM5,Pink,Blue Cornered Couch,Lightgray Wood,,,7,Plantpot,,335,Orange2,Jungle Tree,Heart Sign
336-7,1.1,2059,87.51,https://solanart.io/search/?token=BJMFhedLd7DtveGE4dXM8XVuZfKyyr6JvHYjkXYWyMPj,Blu+e1,Marble Round Table,Sand,Crystals,,7,Officechairs,Pizzabox,336,Blue2,Ironrusty Metal,Gold Clock
336-9,4,167,66.13,https://solanart.io/search/?token=8utAeMekfnquZSrgvTrct3erZufmKZuhbA8j3E1xQPas,Blu+e1,Brown Chairwplant,Cobblestone,Bananas,,9,Black Cabinet,Orca Acquarium,336,Purple,Psychedelic Smooth,Frakt Poster
