id,price,moonRank,💎 score (%),storeURL,Arsenal Back,Arsenal Front,Background,Base,Decoration,Elite,Eyes,Headwear,Nose,Outerwear,Outfit
9571,22.219999,7595,0,https://solanart.io/search/?token=DJViy55r8coWDb48jrCKdL62AZVoegr9mydPT1yR3iEN,None,None,Deep Gray,Infernal - Default,None,,Bored,Dad Hat,Heart,None,Basic Tee (White)
9574,1000,5314,0,https://magiceden.io/item-details/4dETS2qBjD7BS89JYmYAPsnAiUZ2ekMYXmNvZaLdRu8H,None,None,Fuschia,Infernal (Blue) - Default,None,,Adorable,Flat Bill Cap (Coffin),Narrow,None,Hoodie (Purple)
9584,278,6368,0,https://magiceden.io/item-details/7AAcd9XTZGgu7QuauzqcnAzsAYoRWa9edKSvWmeTRdqD,None,None,Aqua,Glass - Default,None,,Possessed,Flat Bill Cap (Coffin),Double-Barrel,None,Basic Tee (Yellow)
9588,15,8516,0,https://magiceden.io/item-details/3Xw7NJvLgjD28gyycoa4hGqqp7ePphUhc4EotJAZtohY,None,None,Bone,Gray - Default,None,,Glasses (Half-frame),Ball Cap (Skull),Mustache,None,Collared Shirt (Gray)
9604,8.88,349,29.8,https://magiceden.io/item-details/GQb8NjQUA1XkvtZgnFohEM6oMjd7LSCbaty3Djw5oqnV,Draelic Nimbus,Harrow Staff,Yellow,Black - Sewn,Piercing (Left),,Sunglasses,Horns (Large),Double-Barrel,None,Robe (Pink)
9608,150,5781,0,https://magiceden.io/item-details/D9dSb6B7hf5A2soqsGxALDbx2Pk5gaiUmj6q3oEawC5K,None,None,Aqua,Green - Lockjaw,None,,Infernal,Horns (Small),Triangular,None,80s Jogging Jacket
9616,2.05,7312,70.25,https://magiceden.io/item-details/DW5hRL745aph8DhWvZ5PayPw9E4JbH18YyGx4ACismgf,None,None,Deep Gray,Red - Default,None,,Bored,Ball Cap (Skull),Piercing (Hoop),None,Bowtie
9635,3,9738,51.05,https://solanart.io/search/?token=Hc9G74z4RMtR8n1NpVwUcMqNCn7wkvyDwVsJAUKtmhSj,None,None,Slate Gray,Purple - Fangs,None,,Eyepatch,Dad Hat,Default,None,None
9643,7.9,5158,20.37,https://solanart.io/search/?token=41oztqx4bHgKgvhN2xmXxsFMcp8YbywZxZRB1jnkj7a5,None,None,Yellow,White - Gold Tooth,None,,Eyeballs,Halo 2,Heart,Gas Mask,Turtleneck (Blue)
9662,4.5,5785,51.86,https://magiceden.io/item-details/CkjXeqHLyEjRqkkWFiqJjzZSHnyWfDi8wjbpK2WASoka,None,None,Deep Gray,Black - Lockjaw,Freckles,,Sunglasses,Trucker Hat (Green),Heart,None,Tanktop
9682,2.42,3987,79.85,https://alpha.art/t/A6smLykVhbzv1oQXmDv5jxyEQDTxLy7Wi1R1iEpemsPV,None,None,Red,Purple - Open-minded,Freckles,,Sunglasses,Glowing Power Gem,Double-Barrel,None,Overalls
9683,5.5,6563,38.75,https://alpha.art/t/2hJJiPFPx8v2wHWwY2T367pX4p7CMYCxyi8d6rvDh7Uo,None,None,Pink,Purple - Gold Tooth,None,,Glasses (Half-frame),Candle,Piercing (Hoop),None,Hoodie (Purple)
9689,4.9,7383,41.47,https://magiceden.io/item-details/4xuGmzURcfA2A5p8p3Gwb5RSxjY9JzrVryVGkpHZLCp5,None,None,Slate Gray,Green - Default,None,,Occular Tech,Fedora,Narrow,None,Collared Shirt (Gray)
9696,11,5452,0,https://solanart.io/search/?token=GUMJtj37moRFZ2gD5g85Bjfb4CtTUVNpcxTB5pUFtM4T,None,None,Yellow,Red - Gold Tooth,None,,3D Glasses,Unicorn Horn,Narrow,None,Robe (White)
9727,5.9,8806,25.78,https://magiceden.io/item-details/EhbEEP6cWPW4YFnSKgCryBf86LcSKaNiqBXgR8nUX8ei,None,None,Aqua,Black - Open,None,,Feminine,Ball Cap (Skull),Piercing (Studded Hoop),None,Basic Tee (Black)
9731,8,8471,6.12,https://solanart.io/search/?token=8vVod1jWUURnev1919P8tdKxMb4pjthQHQChR3vEVS1,None,None,Pink,Red - Open,None,,Angry,Viking's Helmet,Triangular,None,Overalls
9750,7.4,2681,35.28,https://magiceden.io/item-details/5T4T42ofH3MuX21zyktZaNfD6itgzmpLc2xrV8UUvUbW,None,None,Aqua,Purple - Gold Tooth,None,,Default,Tiny Crown,Mustache,Gas Mask,Explorer's Outfit
9769,6.4,8207,23.17,https://solanart.io/search/?token=85Sbg1SgZgyuZkGo1dvhPeuW13ah7gF1ofChP8NzQVVU,None,None,Bone,Purple - Open,None,,Adorable,Trucker Hat (Purple),Mustache,None,Basic Tee (Blue)
9782,3.5,5873,61.51,https://magiceden.io/item-details/Deq6Zen6aCoETphiWGSdbWPcg1rc5fewK4cZNSGg8Ldm,None,None,Blue,Green - Lockjaw,Piercing (Left),,Dead,Athletic Visor,Triangular,None,Turtleneck (Green)
9806,3,1914,82.34,https://magiceden.io/item-details/wmc9Z84pYjbpaq7FEoH9T7ci9RBdqLFLppC5nEnUG5J,Draelic Nimbus,None,Green,Purple - Open-minded,Hanging Charms,,Third Eye Open,None,Default,None,Collared Shirt (Gray)
9815,5,9702,31.19,https://solanart.io/search/?token=A7hFy9vY19jSkssgTwUWRbbZpUjkS13WjqxMkF5rojqM,None,None,Fuschia,Red - Cracked,None,,Glasses (Half-moon),Star,Triangular,None,Collared Shirt (Gray)
9821,20,9619,0,https://solanart.io/search/?token=8N2ZVHRuodEsB81kWRYLJFeP1qVXTxu3zuVXtfHuPzCT,None,None,Purple,Red - Default,None,,Dead,King's Crown,Default,None,None
9836,4,4655,61.38,https://magiceden.io/item-details/FYTFMnW4vUQJQCAVNBSnHqAeo6QxnyPevksXL7tm6h13,None,Soul,Sky Blue,Yellow - Cracked,None,,Dead,Glowing Power Gem,Narrow,None,Basic Tee (Black)
9846,2.98,9163,53.55,https://magiceden.io/item-details/EKccxuZ87vYaHfzZvrgYXZPApC6afrmXjbKwtwv2x4tU,None,None,Pink,Red - Open,None,,Scope Technology,None,Triangular,None,Basic Tee (White)
9850,2.6,4976,74.1,https://magiceden.io/item-details/5jRf7PeNpt2C4wpo32nNytd18YcHXaT1KZPDz4HkfjPF,Draelic Nimbus,None,Blue,Green - Open-minded,None,,Angry,Jewel,Double-Barrel,None,Turtleneck (Red)
9866,4,5739,57.04,https://magiceden.io/item-details/9EmgSgbZwZxPFPbeVmMnnxra4Ge6tjTLdEs3SewxfdNN,None,None,Green,Yellow - Sewn,None,,Sunglasses,Infection!,Mustache,None,Robe (Pink)
9883,4.5,9087,38.65,https://magiceden.io/item-details/HTNbBAP8HyngZo8SBdTMFGXiFenkuRw95iU3ZKAu9dee,None,None,Yellow,Green - Toothy,None,,Sunglasses,Stapled Dome,Default,None,Turtleneck (Green)
9905,3,8064,57.74,https://solanart.io/search/?token=4ycDTAwuBacZfH1FdyiQzosMZTyxD5b66CQqGw6osSMD,None,None,Pink,Black - Cigarette,None,,Sunglasses,Crystal,Piercing (Hoop),None,Robe (Blue)
9919,9.68,6545,0,https://solanart.io/search/?token=EHprjpnESHwBnq6Zrihv2qo9ScnKWksry2KEwPa7yFdu,None,None,Aqua,Ice - Default,None,,Bored,Spring Break Visor,Heart,None,Robe (White)
9927,5,8853,34.59,https://magiceden.io/item-details/6VLa77PuDTtWGm4atZe8eDwGv6ng3o8jZKh5AK2KB8Jq,None,None,Bone,Blue - Default,None,,Monocle,Star,Triangular,None,80s Jogging Jacket
9937,33,2767,0,https://magiceden.io/item-details/BGwNJbzgN3B21cMFB7HZ8ir7uxTgwo5CnUSJJLM4CAJo,Sheathed Sword,None,Aqua,Purple Ooze - Default,None,,Dead,Star,Narrow,None,None
9945,45,6891,0,https://magiceden.io/item-details/689rSa1av8fnu7bbvRMoQFx6kdc9uHWHVsgEFkbNpJtX,None,None,Red,Blue - Cracked,None,,Monocle,Spring Break Visor,Triangular,None,Hoodie (Gray)
9949,89,2900,0,https://magiceden.io/item-details/FzNTyNh21L3L9RXEGpWKSwanM2sQQeCAodaCxV7ETxKH,None,None,Aqua,Green - Toothy,None,,Scope Technology,None,Triangular,Goatee,Collared Shirt (White)
9965,2.98,8852,54.79,https://magiceden.io/item-details/CNqhdjvXcRG7igrpVouoTtMmii3ArfRAiRfkoG137ESH,None,None,Pink,Red - Open,None,,Glasses (Half-moon),Stapled Dome,Triangular,None,Basic Tee (White)
9966,6,5816,36.74,https://solanart.io/search/?token=GwD8YoGNHAjxv6aY1oE8BsnukSNDAcFRMjEhuKyMBNVL,None,None,Fuschia,Green - Side Open,Hanging Charms,,Bored,Cyberpunk Hat,Heart,None,None
9981,500,6,0,https://solanart.io/search/?token=HWLWiavTYkoLavzCxmzY7kmn26dL6gWWssyeUUFftB6L,,,,,,Special Agent Bone King,,,,,
9995,4,5923,56.31,https://solanart.io/search/?token=7Zi8o8sNgsgHEYiRtcqHGVArBJobaXYB3C5T44UACAb3,None,None,Blue,Green - Open-minded,Hanging Charms,,Sunglasses,Jewel,Double-Barrel,None,Basic Tee (Black)
9996,430,5261,0,https://magiceden.io/item-details/Gz15rT4MzPYij6CATNA9eSZgDqjnLp4Q5zHFeSWfLgAW,None,None,Bone,Infernal (Blue) - Default,None,,Dead,Princess Circlet,Narrow,None,Turtleneck (Blue)
